Year,State,Crop,Area (hectares),Production (tonnes),Yield (tonnes/hectare),Annual Rainfall (mm)
2017,Kerala,Sugarcane,1047.674,115110,68.18888889,2664.8
2017,Kerala,Sweet potato,295,4277,13.17785714,2664.8
2017,Kerala,Tapioca,70193,2697319,38.12142857,2664.8
2017,Kerala,Tobacco,10,16,1.6,2664.8
2017,Kerala,Turmeric,2778,8822,3.020714286,2664.8
2017,Kerala,Wheat,1,1,1,2664.8
2017,Tamil Nadu,Arecanut,6740,14926,2.313043478,970.9
2017,Tamil Nadu,Arhar/Tur,49225,53786,1.103928571,970.9
2017,Tamil Nadu,Bajra,46028,108435,2.344166667,970.9
2017,Tamil Nadu,Bajra,17001,35113,2.121851852,970.9
2017,Tamil Nadu,Banana,78482,3044122,37.84677419,970.9
2017,Tamil Nadu,Black pepper,5265,1149,0.163125,970.9
2017,Tamil Nadu,Cardamom,3876,351,0.081,970.9
2017,Tamil Nadu,Cashewnut,85883,0,0,970.9
2017,Tamil Nadu,Castor seed,4374,1419,0.3748,970.9
2017,Tamil Nadu,Coconut ,436024,4176500000,9387.334516,970.9
2017,Tamil Nadu,Coriander,8056,4112,0.565454545,970.9
2017,Tamil Nadu,Cotton(lint),138290,337,0,970.9
2017,Tamil Nadu,Cotton(lint),43341,101,0,970.9
2017,Tamil Nadu,Cowpea(Lobia),47378,34028,0.7148,970.9
2017,Tamil Nadu,Cowpea(Lobia),14233,9260,0.6084,970.9
2017,Tamil Nadu,Dry chillies,44120,18108,0.707741935,970.9
2017,Tamil Nadu,Garlic,760,4338,4.2975,970.9
2017,Tamil Nadu,Ginger,380,7425,19.705,970.9
2017,Tamil Nadu,Gram,5205,4820,0.947333333,970.9
2017,Tamil Nadu,Groundnut,188544,463781,2.411666667,970.9
2017,Tamil Nadu,Groundnut,138808,543671,3.660322581,970.9
2017,Tamil Nadu,Horse-gram,8712,6273,0.77,970.9
2017,Tamil Nadu,Horse-gram,53495,42261,0.794782609,970.9
2017,Tamil Nadu,Jowar,241351,274962,1.407307692,970.9
2017,Tamil Nadu,Jowar,144295,155699,1.232307692,970.9
2017,Tamil Nadu,Maize,166195,1532106,8.962,970.9
2017,Tamil Nadu,Maize,158323,1059526,6.956785714,970.9
2017,Tamil Nadu,Moong(Green Gram),29447,17926,0.642142857,970.9
2017,Tamil Nadu,Moong(Green Gram),151140,60333,0.446296296,970.9
2017,Tamil Nadu,Onion,6293,61084,9.714166667,970.9
2017,Tamil Nadu,Onion,16518,153558,9.684074074,970.9
2017,Tamil Nadu,Other  Rabi pulses,10235,6758,0.66,970.9
2017,Tamil Nadu,Other Cereals,3174,3861,0.741363636,970.9
2017,Tamil Nadu,Other Cereals,3352,4442,1.091538462,970.9
2017,Tamil Nadu,Other Kharif pulses,29294,19342,0.671818182,970.9
2017,Tamil Nadu,Potato,2358,40817,16.698,970.9
2017,Tamil Nadu,Potato,1224,27698,23.12,970.9
2017,Tamil Nadu,Ragi,62373,213587,3.3212,970.9
2017,Tamil Nadu,Ragi,24140,107745,4.336538462,970.9
2017,Tamil Nadu,Rapeseed &Mustard,292,67,0.08,970.9
2017,Tamil Nadu,Rice,235255,906616,3.967857143,970.9
2017,Tamil Nadu,Rice,276272,1234550,4.451428571,970.9
2017,Tamil Nadu,Rice,1317338,4497284,4.139,970.9
2017,Tamil Nadu,Sesamum,13277,5665,0.407586207,970.9
2017,Tamil Nadu,Sesamum,28305,17389,0.600714286,970.9
2017,Tamil Nadu,Small millets,18166,22198,1.445909091,970.9
2017,Tamil Nadu,Small millets,586,723,1.2335,970.9
2017,Tamil Nadu,Sugarcane,171856,17155603,94.5,970.9
2017,Tamil Nadu,Sunflower,542,1057,1.972777778,970.9
2017,Tamil Nadu,Sunflower,6207,4936,0.895555556,970.9
2017,Tamil Nadu,Sweet potato,302,7946,26.33944444,970.9
2017,Tamil Nadu,Tapioca,79344,2715116,34.53967742,970.9
2017,Tamil Nadu,Tobacco,3788,5710,1.594545455,970.9
2017,Tamil Nadu,Turmeric,18080,73134,4.338888889,970.9
2017,Tamil Nadu,Urad,58422,53226,0.892,970.9
2017,Tamil Nadu,Urad,367910,248377,0.679666667,970.9
2018,Andhra Pradesh,Arecanut,976,5317,4.153333333,1220.5
2018,Andhra Pradesh,Arhar/Tur,245675,44213,0.311538462,1220.5
2018,Andhra Pradesh,Arhar/Tur,4099,1352,0.31,1220.5
2018,Andhra Pradesh,Bajra,20932,21212,1.300909091,1220.5
2018,Andhra Pradesh,Bajra,1182,1586,1.353333333,1220.5
2018,Andhra Pradesh,Banana,59098,6223680,126.3876923,1220.5
2018,Andhra Pradesh,Cashewnut,112612,99169,1.2075,1220.5
2018,Andhra Pradesh,Castor seed,34682,14535,0.374285714,1220.5
2018,Andhra Pradesh,Castor seed,1839,637,0.41,1220.5
2018,Andhra Pradesh,Coconut ,104530,1571100000,15636.63231,1220.5
2018,Andhra Pradesh,Coriander,1569,360,0.331428571,1220.5
2018,Andhra Pradesh,Cotton(lint),616870,1482941,2.386153846,1220.5
2018,Andhra Pradesh,Cotton(lint),3404,8162,2.251666667,1220.5
2018,Andhra Pradesh,Cowpea(Lobia),13385,1381,0.176666667,1220.5
2018,Andhra Pradesh,Cowpea(Lobia),13621,6960,0.53,1220.5
2018,Andhra Pradesh,Dry chillies,143497,450822,2.991666667,1220.5
2018,Andhra Pradesh,Dry chillies,14931,50585,3.401538462,1220.5
2018,Andhra Pradesh,Ginger,296,536,3.134,1220.5
2018,Andhra Pradesh,Gram,31,5,0.5,1220.5
2018,Andhra Pradesh,Gram,477851,242641,1.027272727,1220.5
2018,Andhra Pradesh,Groundnut,687139,332910,1.965,1220.5
2018,Andhra Pradesh,Groundnut,60806,129017,2.72,1220.5
2018,Andhra Pradesh,Horse-gram,57122,10517,0.136,1220.5
2018,Andhra Pradesh,Horse-gram,61676,27729,0.555384615,1220.5
2018,Andhra Pradesh,Jowar,15114,1957,0.206363636,1220.5
2018,Andhra Pradesh,Jowar,140651,227506,1.477777778,1220.5
2018,Andhra Pradesh,Linseed,151,0,0,1220.5
2018,Andhra Pradesh,Maize,104370,431440,3.716923077,1220.5
2018,Andhra Pradesh,Maize,161853,1131719,5.788461538,1220.5
2018,Andhra Pradesh,Mesta,2934,29662,9.88,1220.5
2018,Andhra Pradesh,Moong(Green Gram),17874,5247,0.608461538,1220.5
2018,Andhra Pradesh,Moong(Green Gram),103081,79502,0.678461538,1220.5
2018,Andhra Pradesh,Niger seed,23,7,0.3,1220.5
2018,Andhra Pradesh,Niger seed,5797,1843,0.285,1220.5
2018,Andhra Pradesh,Oilseeds total,941981,2321558,4.400769231,1220.5
2018,Andhra Pradesh,Oilseeds total,114507,148801,1.439230769,1220.5
2018,Andhra Pradesh,Onion,24750,677050,247.5727273,1220.5
2018,Andhra Pradesh,Onion,5021,299805,80.268,1220.5
2018,Andhra Pradesh,Other  Rabi pulses,11259,8745,2.346666667,1220.5
2018,Andhra Pradesh,Other Kharif pulses,2454,810,0.32,1220.5
2018,Andhra Pradesh,Potato,486,2992,7.44,1220.5
2018,Andhra Pradesh,Potato,970,6026,8.096666667,1220.5
2018,Andhra Pradesh,Ragi,23993,29467,1.305555556,1220.5
2018,Andhra Pradesh,Ragi,8149,13853,1.781111111,1220.5
2018,Andhra Pradesh,Rapeseed &Mustard,4485,1545,0.25,1220.5
2018,Andhra Pradesh,Rice,1563887,5243250,3.263846154,1220.5
2018,Andhra Pradesh,Rice,644417,2991289,3.699230769,1220.5
2018,Andhra Pradesh,Safflower,40,6,0.15,1220.5
2018,Andhra Pradesh,Safflower,380,60,0.1525,1220.5
2018,Andhra Pradesh,Sesamum,16598,4489,0.234166667,1220.5
2018,Andhra Pradesh,Sesamum,31114,8326,0.3,1220.5
2018,Andhra Pradesh,Small millets,10053,4483,0.56,1220.5
2018,Andhra Pradesh,Small millets,2684,1291,0.557142857,1220.5
2018,Andhra Pradesh,Soyabean,1411,2718,1.7425,1220.5
2018,Andhra Pradesh,Soyabean,5,10,2,1220.5
2018,Andhra Pradesh,Sugarcane,101525,8056925,84.04769231,1220.5
2018,Andhra Pradesh,Sunflower,3248,1810,0.994285714,1220.5
2018,Andhra Pradesh,Sunflower,10081,7363,0.459230769,1220.5
2018,Andhra Pradesh,Sweet potato,91,1476,17.15,1220.5
2018,Andhra Pradesh,Sweet potato,418,8479,18.64777778,1220.5
2018,Andhra Pradesh,Tapioca,7350,86912,12.895,1220.5
2018,Andhra Pradesh,Tapioca,83,743,11.4425,1220.5
2018,Andhra Pradesh,Tobacco,24635,327589,57.1205,1220.5
2018,Andhra Pradesh,Tobacco,83743,128477,2.023636364,1220.5
2018,Andhra Pradesh,Urad,22364,18119,0.754615385,1220.5
2018,Andhra Pradesh,Urad,295651,292412,0.782307692,1220.5
2018,Andhra Pradesh,Wheat,102,19,0.095,1220.5
2018,Andhra Pradesh,other oilseeds,94090,1965083,16.59090909,1220.5
2018,Puducherry,Arecanut,52,78,1.5,1693.9
2018,Puducherry,Bajra,7,17,2.43,1693.9
2018,Puducherry,Bajra,1,3,3,1693.9
2018,Puducherry,Bajra,3,8,2.67,1693.9
2018,Puducherry,Banana,262,9124,24.5,1693.9
2018,Puducherry,Black pepper,11,15,1.36,1693.9
2018,Puducherry,Cashewnut,145,61,0.416666667,1693.9
2018,Puducherry,Coconut ,1877,17923000,8363.155,1693.9
2018,Puducherry,Cotton(lint),283,294,1.515,1693.9
2018,Puducherry,Dry chillies,1,14,14,1693.9
2018,Puducherry,Dry chillies,2,21,10.5,1693.9
2018,Puducherry,Dry chillies,3,41,13.67,1693.9
2018,Puducherry,Groundnut,3,9,3,1693.9
2018,Puducherry,Groundnut,271,867,3.2,1693.9
2018,Puducherry,Groundnut,13,42,3.23,1693.9
2018,Puducherry,Jowar,4,10,2.5,1693.9
2018,Puducherry,Jowar,1,3,3,1693.9
2018,Puducherry,Moong(Green Gram),5,4,0.835,1693.9
2018,Puducherry,Moong(Green Gram),660,274,0.66,1693.9
2018,Puducherry,Onion,1,3,3,1693.9
2018,Puducherry,Onion,1,6,6,1693.9
2018,Puducherry,Other  Rabi pulses,62,62,1,1693.9
2018,Puducherry,Other Kharif pulses,1,1,1,1693.9
2018,Puducherry,Other Summer Pulses,10,10,1,1693.9
2018,Puducherry,Ragi,26,60,2.31,1693.9
2018,Puducherry,Ragi,1,3,3,1693.9
2018,Puducherry,Ragi,14,35,2.5,1693.9
2018,Puducherry,Rice,4298,16082,3.373333333,1693.9
2018,Puducherry,Rice,9048,30635,3.976666667,1693.9
2018,Puducherry,Rice,4515,16626,2.885,1693.9
2018,Puducherry,Sesamum,2,2,1,1693.9
2018,Puducherry,Sesamum,5,4,0.8,1693.9
2018,Puducherry,Sesamum,120,103,0.52,1693.9
2018,Puducherry,Small millets,9,11,1.22,1693.9
2018,Puducherry,Sugarcane,1444,187720,130,1693.9
2018,Puducherry,Sweet potato,3,24,8,1693.9
2018,Puducherry,Tapioca,182,4537,32.25,1693.9
2018,Puducherry,Tapioca,6,147,24.5,1693.9
2018,Puducherry,Turmeric,6,15,2.5,1693.9
2018,Puducherry,Urad,6,5,0.83,1693.9
2018,Puducherry,Urad,155,155,1,1693.9
2018,Puducherry,Urad,338,152,0.753333333,1693.9
2018,Assam,Arecanut,67210,47324,0.727407407,2372.9
2018,Assam,Arhar/Tur,5550,4628,0.847407407,2372.9
2018,Assam,Banana,51113,917792,17.68037037,2372.9
2018,Assam,Black pepper,3388,7476,2.131111111,2372.9
2018,Assam,Castor seed,724,336,0.62,2372.9
2018,Assam,Coconut ,20752,160226000,8664.686667,2372.9
2018,Assam,Cotton(lint),843,431,0.626190476,2372.9
2018,Assam,Dry chillies,19847,18984,0.877037037,2372.9
2018,Assam,Ginger,17865,166272,9.172222222,2372.9
2018,Assam,Gram,2244,1575,0.644,2372.9
2018,Assam,Jute,65789,761571,11.11888889,2372.9
2018,Assam,Linseed,4763,2898,0.597826087,2372.9
2018,Assam,Maize,32264,105003,2.868518519,2372.9
2018,Assam,Masoor,26731,19573,0.721153846,2372.9
2018,Assam,Mesta,3287,19722,5.711153846,2372.9
2018,Assam,Moong(Green Gram),11113,7703,0.66,2372.9
2018,Assam,Niger seed,5674,3129,0.538636364,2372.9
2018,Assam,Onion,8211,84835,7.455185185,2372.9
2018,Assam,Other  Rabi pulses,14865,12264,0.664074074,2372.9
2018,Assam,Peas & beans (Pulses),29860,27965,0.92,2372.9
2018,Assam,Potato,103205,773481,7.511851852,2372.9
2018,Assam,Rapeseed &Mustard,285736,183665,0.64,2372.9
2018,Assam,Rice,144766,209122,1.492592593,2372.9
2018,Assam,Rice,400873,1145512,2.645,2372.9
2018,Assam,Rice,1879539,4082738,2.15,2372.9
2018,Assam,Sesamum,11983,8355,0.652592593,2372.9
2018,Assam,Small millets,5210,3058,0.56625,2372.9
2018,Assam,Sugarcane,31199,1093930,33.76481481,2372.9
2018,Assam,Sweet potato,5020,26342,5.694814815,2372.9
2018,Assam,Tapioca,3364,31751,8.9004,2372.9
2018,Assam,Tobacco,141,71,0.549,2372.9
2018,Assam,Turmeric,15896,19395,1.225925926,2372.9
2018,Assam,Urad,59866,39815,0.668518519,2372.9
2018,Assam,Wheat,16945,23693,1.371666667,2372.9
2018,Meghalaya,Arecanut,18220,23999,1.294545455,5649.1
2018,Meghalaya,Arhar/Tur,1183,1532,1.118,5649.1
2018,Meghalaya,Banana,7273,94721,10.72727273,5649.1
2018,Meghalaya,Black pepper,1036,781,0.760909091,5649.1
2018,Meghalaya,Cashewnut,10466,14830,1.398,5649.1
2018,Meghalaya,Castor seed,72,65,1.004,5649.1
2018,Meghalaya,Coriander,486,1904,3.74,5649.1
2018,Meghalaya,Cotton(lint),7260,8840,1.174,5649.1
2018,Meghalaya,Cowpea(Lobia),1676,2537,1.631818182,5649.1
2018,Meghalaya,Dry chillies,2327,2356,1.224545455,5649.1
2018,Meghalaya,Ginger,9953,66273,9.666363636,5649.1
2018,Meghalaya,Gram,1865,1992,1.08,5649.1
2018,Meghalaya,Jute,6678,68539,9.938,5649.1
2018,Meghalaya,Linseed,94,56,0.605,5649.1
2018,Meghalaya,Maize,18163,41667,2.246363636,5649.1
2018,Meghalaya,Masoor,1258,1393,1.321428571,5649.1
2018,Meghalaya,Mesta,4475,26401,6.302,5649.1
2018,Meghalaya,Onion,557,4997,8.429,5649.1
2018,Meghalaya,Peas & beans (Pulses),2335,4525,1.800909091,5649.1
2018,Meghalaya,Potato,12569,143031,8.255454545,5649.1
2018,Meghalaya,Potato,6360,44175,6.526363636,5649.1
2018,Meghalaya,Rapeseed &Mustard,9879,9242,0.890909091,5649.1
2018,Meghalaya,Rice,33494,78214,2.545454545,5649.1
2018,Meghalaya,Rice,13624,63050,2.569090909,5649.1
2018,Meghalaya,Rice,63814,161706,2.352727273,5649.1
2018,Meghalaya,Sesamum,2379,2219,1.039090909,5649.1
2018,Meghalaya,Small millets,2902,2743,1.108,5649.1
2018,Meghalaya,Soyabean,1868,3550,2.144545455,5649.1
2018,Meghalaya,Sugarcane,125,374,2.67125,5649.1
2018,Meghalaya,Sweet potato,4723,15796,3.697272727,5649.1
2018,Meghalaya,Tapioca,5416,35594,7.553636364,5649.1
2018,Meghalaya,Tobacco,802,796,1.055,5649.1
2018,Meghalaya,Turmeric,2658,16557,5.918181818,5649.1
2018,Meghalaya,Wheat,462,892,1.638,5649.1
2018,Goa,Arecanut,1836,3296,1.895,4406
2018,Goa,Banana,2411,26979,11.18,4406
2018,Goa,Black pepper,849,346,0.405,4406
2018,Goa,Cashewnut,56417,27588,0.46,4406
2018,Goa,Coconut ,26381,132750000,5013.69,4406
2018,Goa,Groundnut,210,498,2.37,4406
2018,Goa,Groundnut,214,497,2.32,4406
2018,Goa,Other  Rabi pulses,6033,6179,1.17,4406
2018,Goa,Other Kharif pulses,170,139,0.69,4406
2018,Goa,Rice,25841,70272,2.72,4406
2018,Goa,Rice,10543,28582,2.72,4406
2018,Goa,Sugarcane,888,35296,34.38,4406
2018,Goa,Sweet potato,55,116,2.285,4406
2018,Goa,other oilseeds,841,1692,2.055,4406
2018,Karnataka,Arecanut,476378,4253453,9.04,1419.1
2018,Karnataka,Arhar/Tur,1560680,945939,0.5525,1419.1
2018,Karnataka,Bajra,193010,175359,0.9675,1419.1
2018,Karnataka,Bajra,1418,1543,1.112,1419.1
2018,Karnataka,Black pepper,148379,94144,0.5975,1419.1
2018,Karnataka,Cardamom,1800,207,0.119411765,1419.1
2018,Karnataka,Cashewnut,47293,56971,1.198214286,1419.1
2018,Karnataka,Castor seed,2650,1520,0.615,1419.1
2018,Karnataka,Coconut ,610234,4321762000,7502.488,1419.1
2018,Karnataka,Coriander,2918,2607,0.897333333,1419.1
2018,Karnataka,Cotton(lint),713879,1398294,1.862692308,1419.1
2018,Karnataka,Cotton(lint),4507,2176,0.845714286,1419.1
2018,Karnataka,Cowpea(Lobia),46257,17487,0.356,1419.1
2018,Karnataka,Cowpea(Lobia),11756,3304,0.267368421,1419.1
2018,Karnataka,Cowpea(Lobia),3996,520,0.126666667,1419.1
2018,Karnataka,Dry chillies,157587,195572,1.162941176,1419.1
2018,Karnataka,Garlic,4006,26551,6.4125,1419.1
2018,Karnataka,Ginger,15858,244065,15.20103448,1419.1
2018,Karnataka,Gram,1188512,575023,0.493703704,1419.1
2018,Karnataka,Groundnut,397745,271955,0.799285714,1419.1
2018,Karnataka,Groundnut,2766,5770,2.115,1419.1
2018,Karnataka,Groundnut,140610,118972,0.910869565,1419.1
2018,Karnataka,Horse-gram,37589,15807,0.450740741,1419.1
2018,Karnataka,Horse-gram,146902,73961,0.487307692,1419.1
2018,Karnataka,Jowar,114479,157242,1.432692308,1419.1
2018,Karnataka,Jowar,877414,771339,0.769473684,1419.1
2018,Karnataka,Jowar,1859,3003,1.67375,1419.1
2018,Karnataka,Linseed,1704,352,0.187857143,1419.1
2018,Karnataka,Maize,1296051,3407725,2.882413793,1419.1
2018,Karnataka,Maize,93618,317479,3.1972,1419.1
2018,Karnataka,Maize,19621,67607,3.2775,1419.1
2018,Karnataka,Mesta,81,116,1.334545455,1419.1
2018,Karnataka,Moong(Green Gram),436845,141364,0.325925926,1419.1
2018,Karnataka,Moong(Green Gram),5898,1324,0.23,1419.1
2018,Karnataka,Moong(Green Gram),246,66,0.261666667,1419.1
2018,Karnataka,Niger seed,1068,211,0.139615385,1419.1
2018,Karnataka,Onion,193156,1462077,8.4024,1419.1
2018,Karnataka,Onion,16788,222577,12.06083333,1419.1
2018,Karnataka,Onion,3665,38682,10.361,1419.1
2018,Karnataka,Other  Rabi pulses,13989,10005,0.696842105,1419.1
2018,Karnataka,Other Kharif pulses,28375,17511,0.641666667,1419.1
2018,Karnataka,Potato,21372,169235,8.165862069,1419.1
2018,Karnataka,Potato,6482,98231,14.73,1419.1
2018,Karnataka,Potato,410,6626,16.26142857,1419.1
2018,Karnataka,Ragi,514756,618474,1.215357143,1419.1
2018,Karnataka,Ragi,36318,50426,1.386470588,1419.1
2018,Karnataka,Ragi,4276,7667,1.835333333,1419.1
2018,Karnataka,Rapeseed &Mustard,3172,628,0.13,1419.1
2018,Karnataka,Rice,1037158,2949318,2.637,1419.1
2018,Karnataka,Rice,11442,28334,2.480833333,1419.1
2018,Karnataka,Rice,150993,484330,2.9272,1419.1
2018,Karnataka,Safflower,17020,9973,0.588695652,1419.1
2018,Karnataka,Sannhamp,358,85,0.17,1419.1
2018,Karnataka,Sesamum,24776,15640,0.768571429,1419.1
2018,Karnataka,Small millets,19229,16105,0.852142857,1419.1
2018,Karnataka,Soyabean,261855,257221,1.0025,1419.1
2018,Karnataka,Sugarcane,495932,42323211,83.26862069,1419.1
2018,Karnataka,Sunflower,95442,81315,0.787692308,1419.1
2018,Karnataka,Sunflower,46439,24150,0.695,1419.1
2018,Karnataka,Sunflower,2734,2422,1.086363636,1419.1
2018,Karnataka,Sweet potato,5032,73050,14.20703704,1419.1
2018,Karnataka,Tapioca,635,8439,13.2452381,1419.1
2018,Karnataka,Tobacco,63840,52442,0.853076923,1419.1
2018,Karnataka,Turmeric,26579,153767,5.617142857,1419.1
2018,Karnataka,Urad,85094,41029,0.429285714,1419.1
2018,Karnataka,Urad,2787,1484,0.47125,1419.1
2018,Karnataka,Urad,1014,521,0.514285714,1419.1
2018,Karnataka,Wheat,157525,163113,0.960740741,1419.1
2018,Kerala,Arecanut,95739.29,99925,0.795714286,2989.7
2018,Kerala,Arhar/Tur,266,438,1.65,2989.7
2018,Kerala,Banana,52898.61,429061,7.930714286,2989.7
2018,Kerala,Black pepper,82761.41,36777,0.328571429,2989.7
2018,Kerala,Cardamom,38882,11535,0.068571429,2989.7
2018,Kerala,Cashewnut,38780.66,15635,0.276428571,2989.7
2018,Kerala,Coconut ,760946.81,5299000000,6426.82,2989.7
2018,Kerala,Cotton(lint),59.4,90,1.51,2989.7
2018,Kerala,Garlic,69.61,345,4.96,2989.7
2018,Kerala,Ginger,3275.09,15124,3.463571429,2989.7
2018,Kerala,Gram,690.86,546,0.70375,2989.7
2018,Kerala,Groundnut,187.3,239,1.28,2989.7
2018,Kerala,Jowar,205,168,0.82,2989.7
2018,Kerala,Maize,104.326,145,4.508,2989.7
2018,Kerala,Onion,5.21,0,0,2989.7
2018,Kerala,Other Kharif pulses,1532.826,1316,1.076,2989.7
2018,Kerala,Potato,536.9,7381,13.75,2989.7
2018,Kerala,Ragi,224.7,272,1.355,2989.7
2018,Kerala,Rice,60718.46,101943,1.565384615,2989.7
2018,Kerala,Rice,48858.28,196784,3.09,2989.7
2018,Kerala,Rice,88449.47,279529,2.684285714,2989.7
2018,Kerala,Sesamum,377.657,157,0.481666667,2989.7
2018,Kerala,Small millets,47.5,35,0.73,2989.7
2018,Kerala,Sugarcane,1011.88,106299,81.14875,2989.7
2018,Kerala,Sweet potato,210.41,3059,13.17714286,2989.7
2018,Kerala,Tapioca,61874.16,2325006,36.30214286,2989.7
2018,Kerala,Tobacco,7.28,12,1.6,2989.7
2018,Kerala,Turmeric,2483.71,6694,2.630714286,2989.7
2018,Kerala,Wheat,1.4,2,1.45,2989.7
2018,Tamil Nadu,Arecanut,6952,13543,2.0112,986.2
2018,Tamil Nadu,Arhar/Tur,41381,51632,1.188571429,986.2
2018,Tamil Nadu,Bajra,31109,88494,2.8308,986.2
2018,Tamil Nadu,Bajra,15773,29516,2.042692308,986.2
2018,Tamil Nadu,Banana,87514,3483248,37.39125,986.2
2018,Tamil Nadu,Black pepper,5571,1176,0.16,986.2
2018,Tamil Nadu,Cardamom,3838,347,0.08,986.2
2018,Tamil Nadu,Cashewnut,85272,19701,0.242,986.2
2018,Tamil Nadu,Castor seed,4756,1526,0.333636364,986.2
2018,Tamil Nadu,Coconut ,439745,5214000000,11263.83,986.2
2018,Tamil Nadu,Coriander,6427,2526,0.428695652,986.2
2018,Tamil Nadu,Cotton(lint),70023,151758,2.13,986.2
2018,Tamil Nadu,Cotton(lint),64899,168541,2.738076923,986.2
2018,Tamil Nadu,Cowpea(Lobia),44897,35418,0.806,986.2
2018,Tamil Nadu,Cowpea(Lobia),19985,17010,0.8475,986.2
2018,Tamil Nadu,Dry chillies,45949,14000,0.517741935,986.2
2018,Tamil Nadu,Garlic,1449,8631,4.375,986.2
2018,Tamil Nadu,Ginger,377,7263,19.86428571,986.2
2018,Tamil Nadu,Gram,5851,5419,0.945,986.2
2018,Tamil Nadu,Groundnut,196543,426219,2.235714286,986.2
2018,Tamil Nadu,Groundnut,138952,485021,3.243333333,986.2
2018,Tamil Nadu,Horse-gram,4045,2883,0.685,986.2
2018,Tamil Nadu,Horse-gram,73408,50647,0.715652174,986.2
2018,Tamil Nadu,Jowar,182554,209775,1.5472,986.2
2018,Tamil Nadu,Jowar,203288,254701,1.4448,986.2
2018,Tamil Nadu,Maize,168944,1283603,7.625384615,986.2
2018,Tamil Nadu,Maize,221658,1550834,6.984,986.2
2018,Tamil Nadu,Moong(Green Gram),26977,18186,0.6508,986.2
2018,Tamil Nadu,Moong(Green Gram),143341,58676,0.402857143,986.2
2018,Tamil Nadu,Onion,12414,108888,8.912692308,986.2
2018,Tamil Nadu,Onion,19273,109707,5.878518519,986.2
2018,Tamil Nadu,Other  Rabi pulses,20761,16051,0.7015,986.2
2018,Tamil Nadu,Other Cereals,1685,2286,1.262941176,986.2
2018,Tamil Nadu,Other Cereals,4262,10045,2.21,986.2
2018,Tamil Nadu,Other Kharif pulses,28942,20808,0.68952381,986.2
2018,Tamil Nadu,Potato,2334,25622,13.195,986.2
2018,Tamil Nadu,Potato,1198,23750,23.2225,986.2
2018,Tamil Nadu,Ragi,56917,178988,3.1396,986.2
2018,Tamil Nadu,Ragi,21676,76983,3.486153846,986.2
2018,Tamil Nadu,Rapeseed &Mustard,305,71,0.08,986.2
2018,Tamil Nadu,Rice,279647,1198496,4.184827586,986.2
2018,Tamil Nadu,Rice,236904,992095,3.997333333,986.2
2018,Tamil Nadu,Rice,1204714,3940959,3.749032258,986.2
2018,Tamil Nadu,Sesamum,9457,4494,0.472,986.2
2018,Tamil Nadu,Sesamum,35153,19932,0.516551724,986.2
2018,Tamil Nadu,Small millets,15961,26420,1.340555556,986.2
2018,Tamil Nadu,Small millets,344,511,1.577692308,986.2
2018,Tamil Nadu,Sugarcane,166415,17096330,99.34166667,986.2
2018,Tamil Nadu,Sunflower,486,843,1.78,986.2
2018,Tamil Nadu,Sunflower,4556,2630,0.556470588,986.2
2018,Tamil Nadu,Sweet potato,328,8848,25.31238095,986.2
2018,Tamil Nadu,Tapioca,75644,2629655,34.88068966,986.2
2018,Tamil Nadu,Tobacco,2111,3238,1.354545455,986.2
2018,Tamil Nadu,Turmeric,23351,92360,3.892857143,986.2
2018,Tamil Nadu,Urad,44495,33810,0.777,986.2
2018,Tamil Nadu,Urad,396479,240497,0.607,986.2
2019,Andhra Pradesh,Arecanut,1096,10418,7.253333333,899.2
2019,Andhra Pradesh,Arhar/Tur,237647,114451,0.44,899.2
2019,Andhra Pradesh,Arhar/Tur,5940,3747,0.43,899.2
2019,Andhra Pradesh,Bajra,20484,47045,2.004545455,899.2
2019,Andhra Pradesh,Bajra,4592,11322,2.48,899.2
2019,Andhra Pradesh,Banana,97695,5861700,60,899.2
2019,Andhra Pradesh,Black pepper,17645,17645,1,899.2
2019,Andhra Pradesh,Cashewnut,115785,115785,1,899.2
2019,Andhra Pradesh,Castor seed,36827,25270,0.7625,899.2
2019,Andhra Pradesh,Castor seed,1056,637,0.684,899.2
2019,Andhra Pradesh,Coconut ,104027,1912224000,16935.05846,899.2
2019,Andhra Pradesh,Coriander,1119,553,0.50375,899.2
2019,Andhra Pradesh,Cotton(lint),653953,424486,0.543846154,899.2
2019,Andhra Pradesh,Cotton(lint),3474,11066,3.305,899.2
2019,Andhra Pradesh,Cowpea(Lobia),5816,2612,0.503333333,899.2
2019,Andhra Pradesh,Cowpea(Lobia),6792,3532,0.630909091,899.2
2019,Andhra Pradesh,Dry chillies,136183,725388,4.526666667,899.2
2019,Andhra Pradesh,Dry chillies,16899,79638,4.034615385,899.2
2019,Andhra Pradesh,Ginger,294,633,1.922,899.2
2019,Andhra Pradesh,Gram,458579,558745,1.443636364,899.2
2019,Andhra Pradesh,Groundnut,567875,621906,2.255384615,899.2
2019,Andhra Pradesh,Groundnut,93389,227739,2.812307692,899.2
2019,Andhra Pradesh,Guar seed,1,0,0,899.2
2019,Andhra Pradesh,Guar seed,6,0,0,899.2
2019,Andhra Pradesh,Horse-gram,83567,39442,0.251666667,899.2
2019,Andhra Pradesh,Horse-gram,29995,16670,0.606923077,899.2
2019,Andhra Pradesh,Jowar,36981,38880,1.149,899.2
2019,Andhra Pradesh,Jowar,117962,350076,2.358,899.2
2019,Andhra Pradesh,Linseed,133,0,0,899.2
