Year,State,Crop,Area (hectares),Production (tonnes),Yield (tonnes/hectare),Annual Rainfall (mm)
1997,Assam,Arecanut,73814,56708,0.796086957,2051.4
1997,Assam,Arhar/Tur,6637,4685,0.710434783,2051.4
1997,Assam,Castor seed,796,22,0.238333333,2051.4
1997,Assam,Coconut ,19656,126905000,5238.051739,2051.4
1997,Assam,Cotton(lint),1739,794,0.420909091,2051.4
1997,Assam,Dry chillies,13587,9073,0.643636364,2051.4
1997,Assam,Gram,2979,1507,0.465454545,2051.4
1997,Assam,Jute,94520,904095,9.919565217,2051.4
1997,Assam,Linseed,10098,5158,0.461363636,2051.4
1997,Assam,Maize,19216,14721,0.615652174,2051.4
1997,Assam,Mesta,5915,29003,4.568947368,2051.4
1997,Assam,Niger seed,9914,5076,0.482352941,2051.4
1997,Assam,Onion,7832,17943,2.342608696,2051.4
1997,Assam,Other  Rabi pulses,108297,58272,0.520869565,2051.4
1997,Assam,Potato,75259,671871,7.561304348,2051.4
1997,Assam,Rapeseed &Mustard,279292,154772,0.554782609,2051.4
1997,Assam,Rice,607358,398311,0.780869565,2051.4
1997,Assam,Rice,174974,209623,1.060434783,2051.4
1997,Assam,Rice,1743321,1647296,0.941304348,2051.4
1997,Assam,Sesamum,15765,8257,0.487391304,2051.4
1997,Assam,Small millets,10490,5391,0.473,2051.4
1997,Assam,Sugarcane,31318,1287451,41.89695652,2051.4
1997,Assam,Sweet potato,9380,32618,3.440434783,2051.4
1997,Assam,Tapioca,2465,11728,4.41826087,2051.4
1997,Assam,Tobacco,433,26,0.38,2051.4
1997,Assam,Turmeric,10071,6974,0.67,2051.4
1997,Assam,Wheat,84698,110054,1.25952381,2051.4
1997,Karnataka,Arecanut,93100,133342,1.293571429,1266.7
1997,Karnataka,Arhar/Tur,421810,98473,0.268235294,1266.7
1997,Karnataka,Bajra,301149,132056,0.404545455,1266.7
1997,Karnataka,Bajra,820,662,0.81,1266.7
1997,Karnataka,Black pepper,3825,924,0.4375,1266.7
1997,Karnataka,Cardamom,21230,1214,0.058571429,1266.7
1997,Karnataka,Coriander,17317,2853,0.121333333,1266.7
1997,Karnataka,Dry chillies,186579,139206,1.078333333,1266.7
1997,Karnataka,Dry chillies,4565,7895,1.869444444,1266.7
1997,Karnataka,Garlic,5061,3799,1.585,1266.7
1997,Karnataka,Ginger,3619,4745,1.262307692,1266.7
1997,Karnataka,Groundnut,847666,525562,0.709411765,1266.7
1997,Karnataka,Groundnut,192416,181071,1.133333333,1266.7
1997,Karnataka,Horse-gram,178872,80124,0.45,1266.7
1997,Karnataka,Horse-gram,163173,82572,0.514705882,1266.7
1997,Karnataka,Jowar,389690,516093,1.228,1266.7
1997,Karnataka,Jowar,1501172,722773,0.510714286,1266.7
1997,Karnataka,Jowar,6137,15135,2.470909091,1266.7
1997,Karnataka,Maize,502797,1391132,2.687777778,1266.7
1997,Karnataka,Maize,48844,98932,1.98,1266.7
1997,Karnataka,Maize,9730,20893,2.165714286,1266.7
1997,Karnataka,Ragi,897921,1214282,1.191333333,1266.7
1997,Karnataka,Ragi,27104,33696,1.312222222,1266.7
1997,Karnataka,Ragi,13521,25035,1.847777778,1266.7
1997,Karnataka,Rice,1031530,2340493,2.2335,1266.7
1997,Karnataka,Rice,53889,109350,2.073846154,1266.7
1997,Karnataka,Rice,268044,762759,2.829444444,1266.7
1997,Karnataka,Sugarcane,308857,28999269,91.74736842,1266.7
1997,Karnataka,Turmeric,4342,24108,4.452941176,1266.7
1997,Karnataka,Wheat,250698,118512,0.548333333,1266.7
1997,Kerala,Arecanut,76145,93995,1.147857143,3252.4
1997,Kerala,Black pepper,173855,55520,0.240714286,3252.4
1997,Kerala,Cashewnut,96073,74142,0.589285714,3252.4
1997,Kerala,Coconut ,884344,5210000000,5376.054286,3252.4
1997,Kerala,Tapioca,132875,2841819,22.80357143,3252.4
1997,Meghalaya,Arecanut,9569,12116,1.245714286,3818.2
1997,Meghalaya,Arhar/Tur,865,683,0.806666667,3818.2
1997,Meghalaya,Banana,5239,63011,11.20714286,3818.2
1997,Meghalaya,Castor seed,30,15,0.49,3818.2
1997,Meghalaya,Cotton(lint),7544,5590,0.796666667,3818.2
1997,Meghalaya,Dry chillies,1766,1106,0.64,3818.2
1997,Meghalaya,Ginger,7357,45260,6.054285714,3818.2
1997,Meghalaya,Gram,443,270,0.613333333,3818.2
1997,Meghalaya,Jute,4243,34683,8.436666667,3818.2
1997,Meghalaya,Linseed,50,22,0.44,3818.2
1997,Meghalaya,Maize,17175,24878,1.444285714,3818.2
1997,Meghalaya,Mesta,4688,21558,4.68,3818.2
1997,Meghalaya,Mesta,861,713,0.7525,3818.2
1997,Meghalaya,Other  Rabi pulses,1909,1511,0.777142857,3818.2
1997,Meghalaya,Potato,20764,200509,8.641428571,3818.2
1997,Meghalaya,Rapeseed &Mustard,6914,4467,0.608571429,3818.2
1997,Meghalaya,Rice,105170,150101,1.378571429,3818.2
1997,Meghalaya,Sesamum,1326,688,0.575714286,3818.2
1997,Meghalaya,Small millets,2804,2237,0.861428571,3818.2
1997,Meghalaya,Soyabean,898,814,0.921428571,3818.2
1997,Meghalaya,Sugarcane,82,225,2.352,3818.2
1997,Meghalaya,Sweet potato,5212,16978,3.221428571,3818.2
1997,Meghalaya,Tapioca,3959,21087,6.537142857,3818.2
1997,Meghalaya,Tobacco,742,505,0.618,3818.2
1997,Meghalaya,Turmeric,1401,7126,5.425714286,3818.2
1997,Meghalaya,Wheat,4287,6894,1.385,3818.2
1997,West Bengal,Arecanut,8058,12423,1.691764706,1852.9
1997,West Bengal,Arhar/Tur,3630,2181,0.777692308,1852.9
1997,West Bengal,Bajra,207,95,0.426666667,1852.9
1997,West Bengal,Barley,6116,5034,1.68,1852.9
1997,West Bengal,Cardamom,2674,7,0,1852.9
1997,West Bengal,Castor seed,660,46,0.07,1852.9
1997,West Bengal,Coconut ,24273,306202300,13003.78778,1852.9
1997,West Bengal,Cotton(lint),26000,52000,2,1852.9
1997,West Bengal,Dry chillies,64034,55569,0.942777778,1852.9
1997,West Bengal,Gram,25485,16994,0.5975,1852.9
1997,West Bengal,Groundnut,29615,38672,1.13,1852.9
1997,West Bengal,Horse-gram,5645,2556,0.438888889,1852.9
1997,West Bengal,Jowar,948,450,0.482,1852.9
1997,West Bengal,Jute,641574,7549700,13.44588235,1852.9
1997,West Bengal,Khesari,25261,28460,1.095882353,1852.9
1997,West Bengal,Linseed,16486,4210,0.251538462,1852.9
1997,West Bengal,Maize,35469,130390,2.658461538,1852.9
1997,West Bengal,Masoor,51202,35040,0.662352941,1852.9
1997,West Bengal,Mesta,9689,89000,9.154166667,1852.9
1997,West Bengal,Moong(Green Gram),1490,711,0.548888889,1852.9
1997,West Bengal,Moong(Green Gram),3269,1710,0.542857143,1852.9
1997,West Bengal,Moong(Green Gram),9959,303,0.046,1852.9
1997,West Bengal,Niger seed,50808100,38657300,0.698888889,1852.9
1997,West Bengal,Niger seed,6512,3522,0.40375,1852.9
1997,West Bengal,Other Kharif pulses,1279,725,0.585,1852.9
1997,West Bengal,Potato,284015,5581553,18.23722222,1852.9
1997,West Bengal,Ragi,12607,15330,0.986,1852.9
1997,West Bengal,Rapeseed &Mustard,327123,250950,0.718333333,1852.9
1997,West Bengal,Rice,423121,751970,1.837222222,1852.9
1997,West Bengal,Rice,1206829,3569520,2.843888889,1852.9
1997,West Bengal,Rice,4270328,8915100,1.985555556,1852.9
1997,West Bengal,Safflower,10800,3000,0.2975,1852.9
1997,West Bengal,Sannhamp,2015,9073,4.598571429,1852.9
1997,West Bengal,Sesamum,127913,88943,0.649444444,1852.9
1997,West Bengal,Small millets,5046,3222,0.626666667,1852.9
1997,West Bengal,Soyabean,1555,1172,1.196666667,1852.9
1997,West Bengal,Sugarcane,25797,1818700,67.83625,1852.9
1997,West Bengal,Sunflower,278,1,0,1852.9
1997,West Bengal,Turmeric,12481,23556,1.661111111,1852.9
1997,West Bengal,Urad,69271,44480,1.825,1852.9
1997,West Bengal,Urad,16694,10553,0.628333333,1852.9
1997,West Bengal,Wheat,367374,810480,1.886666667,1852.9
1998,Puducherry,Arecanut,66,23,0.35,1434.5875
1998,Puducherry,Bajra,149,324,2.17,1434.5875
1998,Puducherry,Black pepper,12,7,0.58,1434.5875
1998,Puducherry,Coriander,2,1,0.5,1434.5875
1998,Puducherry,Cotton(lint),453,372,0.84,1434.5875
1998,Puducherry,Dry chillies,8,23,2.75,1434.5875
1998,Puducherry,Groundnut,1046,2062,1.54,1434.5875
1998,Puducherry,Onion,26,429,16.5,1434.5875
1998,Puducherry,Ragi,112,366,3.27,1434.5875
1998,Puducherry,Rice,4945,11518,2.46,1434.5875
1998,Puducherry,Rice,13961,30220,2.555,1434.5875
1998,Puducherry,Rice,5716,14863,2.55,1434.5875
1998,Puducherry,Sesamum,147,120,0.806666667,1434.5875
1998,Puducherry,Small millets,4,3,0.75,1434.5875
1998,Puducherry,Sugarcane,2710,232369,82.595,1434.5875
1998,Puducherry,Tapioca,649,19110,20,1434.5875
1998,Assam,Arecanut,74457,55355,0.784347826,2354.4
1998,Assam,Arhar/Tur,7657,5389,0.709130435,2354.4
1998,Assam,Banana,41885,581884,13.78826087,2354.4
1998,Assam,Castor seed,1728,708,0.411428571,2354.4
1998,Assam,Coconut ,20166,149866000,6045.886957,2354.4
1998,Assam,Cotton(lint),1652,751,0.399130435,2354.4
1998,Assam,Dry chillies,14724,9690,0.636956522,2354.4
1998,Assam,Gram,3002,1503,0.460454545,2354.4
1998,Assam,Jute,78702,687173,9.040869565,2354.4
1998,Assam,Linseed,10222,5212,0.480909091,2354.4
1998,Assam,Maize,19810,13965,0.608695652,2354.4
1998,Assam,Mesta,5260,25623,4.9105,2354.4
1998,Assam,Niger seed,8753,4478,0.520555556,2354.4
1998,Assam,Onion,8083,18341,2.340434783,2354.4
1998,Assam,Other  Rabi pulses,116141,62330,0.50826087,2354.4
1998,Assam,Potato,76958,611077,7.230434783,2354.4
1998,Assam,Rapeseed &Mustard,288829,135631,0.473478261,2354.4
1998,Assam,Rice,594979,520605,1.055652174,2354.4
1998,Assam,Rice,223913,446114,1.685217391,2354.4
1998,Assam,Rice,1635230,2288114,1.395652174,2354.4
1998,Assam,Sesamum,15940,8210,0.485217391,2354.4
1998,Assam,Small millets,10547,5450,0.521363636,2354.4
1998,Assam,Sugarcane,30571,1223578,39.89304348,2354.4
1998,Assam,Sweet potato,9433,32437,3.435652174,2354.4
1998,Assam,Tapioca,2798,13261,4.445217391,2354.4
1998,Assam,Tobacco,1465,732,0.569545455,2354.4
1998,Assam,Turmeric,10729,7416,0.666956522,2354.4
1998,Assam,Wheat,89591,90509,0.999545455,2354.4
1998,Goa,Arecanut,1500,1820,1.21,2964.9
1998,Goa,Banana,1900,14400,7.58,2964.9
1998,Goa,Black pepper,250,70,0.28,2964.9
1998,Goa,Cashewnut,52875,15000,0.28,2964.9
1998,Goa,Coconut ,24858,121000000,4867.65,2964.9
1998,Goa,Groundnut,350,412,1.18,2964.9
1998,Goa,Groundnut,1048,2124,2.03,2964.9
1998,Goa,Other  Rabi pulses,8671,9220,1.06,2964.9
1998,Goa,Other Kharif pulses,1200,324,0.27,2964.9
1998,Goa,Ragi,2500,2476,0.99,2964.9
1998,Goa,Rice,41000,104249,2.54,2964.9
1998,Goa,Rice,15439,46925,3.04,2964.9
1998,Goa,Sugarcane,1320,64000,48.48,2964.9
1998,Karnataka,Arecanut,98047,648365,6.232,1260.8
1998,Karnataka,Arhar/Tur,475396,221453,0.400833333,1260.8
1998,Karnataka,Bajra,415816,282231,0.601764706,1260.8
1998,Karnataka,Bajra,451,536,1.19,1260.8
1998,Karnataka,Bajra,846,498,0.59,1260.8
1998,Karnataka,Black pepper,4387,10342,2.238,1260.8
1998,Karnataka,Cardamom,20218,1153,0.06,1260.8
1998,Karnataka,Castor seed,27246,23245,0.831818182,1260.8
1998,Karnataka,Coconut ,310399,1611530000,4692.261111,1260.8
1998,Karnataka,Coriander,17935,2982,0.118,1260.8
1998,Karnataka,Cotton(lint),636495,976876,1.556521739,1260.8
1998,Karnataka,Dry chillies,170319,146498,1.123703704,1260.8
1998,Karnataka,Garlic,3574,3034,1.459411765,1260.8
1998,Karnataka,Ginger,3896,51169,12.75944444,1260.8
1998,Karnataka,Gram,355326,202508,0.573478261,1260.8
1998,Karnataka,Groundnut,1012577,929016,0.8568,1260.8
1998,Karnataka,Groundnut,217445,263118,1.3052,1260.8
1998,Karnataka,Horse-gram,189486,90718,0.504615385,1260.8
1998,Karnataka,Horse-gram,134779,62084,0.4492,1260.8
1998,Karnataka,Jowar,420808,616645,1.305714286,1260.8
1998,Karnataka,Jowar,1420162,1003450,0.7235,1260.8
1998,Karnataka,Jowar,8897,23144,2.461333333,1260.8
1998,Karnataka,Linseed,19806,6441,0.315,1260.8
1998,Karnataka,Maize,450472,1542607,3.366,1260.8
1998,Karnataka,Maize,49922,101605,1.97952381,1260.8
1998,Karnataka,Maize,11974,27080,2.241904762,1260.8
1998,Karnataka,Moong(Green Gram),311720,61227,0.180769231,1260.8
1998,Karnataka,Moong(Green Gram),15627,7005,0.438823529,1260.8
1998,Karnataka,Niger seed,41853,8104,0.214782609,1260.8
1998,Karnataka,Onion,79921,362053,5.363636364,1260.8
1998,Karnataka,Onion,8882,91057,8.936315789,1260.8
1998,Karnataka,Onion,4797,55339,11.86631579,1260.8
1998,Karnataka,Peas & beans (Pulses),1730,15872,9.265882353,1260.8
1998,Karnataka,Peas & beans (Pulses),494,4882,8.948181818,1260.8
1998,Karnataka,Peas & beans (Pulses),1583,13707,7.827,1260.8
1998,Karnataka,Potato,28755,317052,12.37333333,1260.8
1998,Karnataka,Potato,4173,82124,18.90714286,1260.8
1998,Karnataka,Potato,1137,19387,17.6,1260.8
1998,Karnataka,Potato,268,3910,14.59,1260.8
1998,Karnataka,Ragi,986173,1664767,1.418,1260.8
1998,Karnataka,Ragi,33833,45301,1.361,1260.8
1998,Karnataka,Ragi,10673,24008,2.239230769,1260.8
1998,Karnataka,Rapeseed &Mustard,6673,1790,0.210625,1260.8
1998,Karnataka,Rice,1079193,2599170,2.310740741,1260.8
1998,Karnataka,Rice,51782,106072,2.054285714,1260.8
1998,Karnataka,Rice,295830,951569,2.99375,1260.8
1998,Karnataka,Safflower,97487,58727,0.616428571,1260.8
1998,Karnataka,Sesamum,115250,46673,0.417307692,1260.8
1998,Karnataka,Soyabean,65309,70294,1.060588235,1260.8
1998,Karnataka,Sunflower,430676,127090,0.382608696,1260.8
1998,Karnataka,Sunflower,359514,112736,0.390416667,1260.8
1998,Karnataka,Sunflower,43156,24211,0.595217391,1260.8
1998,Karnataka,Turmeric,5007,25386,4.682380952,1260.8
1998,Karnataka,Wheat,268981,219433,0.848823529,1260.8
1998,Kerala,Arecanut,73639,68479,0.797857143,3151.5
1998,Kerala,Banana,30521,386588,12.85714286,3151.5
1998,Kerala,Black pepper,182384,68510,0.261428571,3151.5
1998,Kerala,Cardamom,41449,4990,0.045555556,3151.5
1998,Kerala,Cashewnut,91268,51336,0.484285714,3151.5
1998,Kerala,Coconut ,882288,5132000000,5304.749286,3151.5
1998,Kerala,Cotton(lint),10999,17752,1.61,3151.5
1998,Kerala,Dry chillies,297,288,0.937777778,3151.5
1998,Kerala,Garlic,742,12614,17,3151.5
1998,Kerala,Ginger,11107,39362,2.93,3151.5
1998,Kerala,Groundnut,7021,5219,0.62,3151.5
1998,Kerala,Jowar,2177,1108,0.505,3151.5
1998,Kerala,Ragi,1157,936,0.81,3151.5
1998,Kerala,Rice,120217,235849,1.856923077,3151.5
1998,Kerala,Rice,57700,144872,2.116153846,3151.5
1998,Kerala,Rice,174714,346022,1.937142857,3151.5
1998,Kerala,Sesamum,3303,1057,0.467272727,3151.5
1998,Kerala,Sugarcane,6160,472160,64.83,3151.5
1998,Kerala,Sweet potato,1099,11924,11.718,3151.5
1998,Kerala,Tapioca,112774,2630155,25.51785714,3151.5
1998,Kerala,Tobacco,41,228,5.56,3151.5
1998,Kerala,Turmeric,3706,8034,1.997857143,3151.5
1998,Meghalaya,Arecanut,9585,11567,1.151666667,6552.7
1998,Meghalaya,Arhar/Tur,861,678,0.803333333,6552.7
1998,Meghalaya,Banana,5194,62888,11.26714286,6552.7
1998,Meghalaya,Cotton(lint),7549,5599,0.796666667,6552.7
1998,Meghalaya,Dry chillies,1764,1051,0.598571429,6552.7
1998,Meghalaya,Ginger,7403,45590,6.008571429,6552.7
1998,Meghalaya,Gram,463,283,0.61,6552.7
1998,Meghalaya,Jute,4241,27097,7.553333333,6552.7
1998,Meghalaya,Linseed,51,23,0.45,6552.7
1998,Meghalaya,Maize,17219,25272,1.457142857,6552.7
1998,Meghalaya,Mesta,4681,21362,4.58,6552.7
1998,Meghalaya,Mesta,871,631,0.68,6552.7
1998,Meghalaya,Other  Rabi pulses,1938,1527,0.755714286,6552.7
1998,Meghalaya,Potato,20753,201059,7.738571429,6552.7
1998,Meghalaya,Rapeseed &Mustard,6916,4576,0.635714286,6552.7
1998,Meghalaya,Rice,105402,149742,1.51,6552.7
1998,Meghalaya,Sesamum,1322,694,0.575714286,6552.7
1998,Meghalaya,Small millets,2823,2282,0.871428571,6552.7
1998,Meghalaya,Soyabean,899,812,0.881428571,6552.7
1998,Meghalaya,Sugarcane,83,225,2.328,6552.7
1998,Meghalaya,Sweet potato,5181,17291,3.302857143,6552.7
1998,Meghalaya,Tapioca,3963,21251,6.547142857,6552.7
1998,Meghalaya,Tobacco,742,507,0.61,6552.7
1998,Meghalaya,Turmeric,1375,6997,5.624285714,6552.7
1998,Meghalaya,Wheat,4287,6998,1.605,6552.7
1998,West Bengal,Arecanut,8239,13665,1.595294118,2152.5
1998,West Bengal,Arhar/Tur,2606,1672,0.756923077,2152.5
1998,West Bengal,Bajra,175,84,0.436666667,2152.5
1998,West Bengal,Barley,5938,5910,1.10375,2152.5
1998,West Bengal,Cardamom,2875,690,0.24,2152.5
1998,West Bengal,Castor seed,54,38,0.7,2152.5
1998,West Bengal,Coconut ,24616,318174400,12448.06222,2152.5
1998,West Bengal,Cotton(lint),200,73,0.37,2152.5
1998,West Bengal,Dry chillies,64354,51303,0.890555556,2152.5
1998,West Bengal,Ginger,9398,18839,1.449444444,2152.5
1998,West Bengal,Gram,23286,18971,0.875,2152.5
1998,West Bengal,Groundnut,30157,34994,1.128571429,2152.5
1998,West Bengal,Horse-gram,4958,2043,0.422,2152.5
1998,West Bengal,Jowar,886,414,0.465,2152.5
1998,West Bengal,Jute,612066,7373630,13.24705882,2152.5
1998,West Bengal,Khesari,23300,20850,0.774666667,2152.5
1998,West Bengal,Linseed,10323,2691,0.24,2152.5
1998,West Bengal,Maize,38519,121161,2.634,2152.5
1998,West Bengal,Masoor,51919,35600,0.600588235,2152.5
1998,West Bengal,Mesta,9911,81030,8.453846154,2152.5
1998,West Bengal,Moong(Green Gram),822,429,0.5075,2152.5
1998,West Bengal,Moong(Green Gram),2729,1598,0.61,2152.5
1998,West Bengal,Moong(Green Gram),9320,2980,0.312857143,2152.5
1998,West Bengal,Niger seed,7587,4100,0.4075,2152.5
1998,West Bengal,Other Kharif pulses,768,318,0.516,2152.5
1998,West Bengal,Peas & beans (Pulses),9230,6776,0.70625,2152.5
1998,West Bengal,Potato,318199,6689636,18.95944444,2152.5
1998,West Bengal,Ragi,12895,15648,0.91,2152.5
1998,West Bengal,Rapeseed &Mustard,344358,251740,0.667222222,2152.5
1998,West Bengal,Rice,425002,740688,1.751111111,2152.5
1998,West Bengal,Rice,1450473,4921984,3.22,2152.5
1998,West Bengal,Rice,4028620,7653780,1.781666667,2152.5
1998,West Bengal,Safflower,48,16,0.4575,2152.5
1998,West Bengal,Sannhamp,1800,9280,4.971428571,2152.5
1998,West Bengal,Sesamum,100425,85448,0.741111111,2152.5
1998,West Bengal,Small millets,3742,1877,0.575714286,2152.5
1998,West Bengal,Small millets,1235,1387,1.035,2152.5
1998,West Bengal,Soyabean,800,461,0.481666667,2152.5
1998,West Bengal,Sugarcane,26949,2001900,75.314375,2152.5
1998,West Bengal,Sunflower,149,111,0.71,2152.5
1998,West Bengal,Turmeric,12763,21487,1.569444444,2152.5
1998,West Bengal,Urad,58878,25071,0.402222222,2152.5
1998,West Bengal,Urad,15112,9700,0.649090909,2152.5
1998,West Bengal,Wheat,367472,778090,1.870555556,2152.5
1999,Assam,Arecanut,73464,52924,0.746086957,2201.8
1999,Assam,Arhar/Tur,7266,5102,0.707826087,2201.8
1999,Assam,Banana,41922,583383,13.74652174,2201.8
1999,Assam,Castor seed,1726,704,0.423333333,2201.8
1999,Assam,Coconut ,20238,150062000,5672.116522,2201.8
1999,Assam,Cotton(lint),1637,746,0.41173913,2201.8
1999,Assam,Dry chillies,14418,9516,0.636956522,2201.8
1999,Assam,Gram,2336,1196,0.470454545,2201.8
1999,Assam,Jute,73545,657537,9.13173913,2201.8
1999,Assam,Linseed,10248,5323,0.502727273,2201.8
1999,Assam,Maize,19708,14056,0.613913043,2201.8
1999,Assam,Mesta,5177,25515,4.622380952,2201.8
1999,Assam,Niger seed,8904,4582,0.548947368,2201.8
1999,Assam,Onion,7365,17167,2.322173913,2201.8
1999,Assam,Other  Rabi pulses,106576,58390,0.532173913,2201.8
1999,Assam,Potato,76748,699744,8.062608696,2201.8
1999,Assam,Rapeseed &Mustard,286241,129425,0.479565217,2201.8
1999,Assam,Rice,557220,514156,1.094782609,2201.8
1999,Assam,Rice,294654,653783,1.990434783,2201.8
1999,Assam,Rice,1793994,2692709,1.501304348,2201.8
1999,Assam,Sesamum,15143,7866,0.485217391,2201.8
1999,Assam,Small millets,10681,5467,0.502727273,2201.8
1999,Assam,Sugarcane,29107,1154615,40.43478261,2201.8
1999,Assam,Sweet potato,8955,30979,3.409130435,2201.8
1999,Assam,Tapioca,2836,13444,4.436521739,2201.8
1999,Assam,Tobacco,1373,695,0.573913043,2201.8
1999,Assam,Turmeric,10980,7586,0.667391304,2201.8
1999,Assam,Wheat,76310,97583,1.256818182,2201.8
1999,Goa,Arecanut,1550,1880,1.21,3879.3
1999,Goa,Banana,1950,14500,7.44,3879.3
1999,Goa,Black pepper,275,120,0.44,3879.3
1999,Goa,Cashewnut,53292,17274,0.32,3879.3
1999,Goa,Coconut ,24975,121580000,4868.07,3879.3
1999,Goa,Groundnut,350,513,1.47,3879.3
1999,Goa,Groundnut,1004,1767,1.76,3879.3
1999,Goa,Other  Rabi pulses,9227,8430,0.91,3879.3
1999,Goa,Other Kharif pulses,1000,578,0.58,3879.3
1999,Goa,Ragi,1000,1070,1.07,3879.3
1999,Goa,Rice,40500,96281,2.38,3879.3
1999,Goa,Rice,16213,43642,2.69,3879.3
1999,Goa,Sugarcane,1335,68440,51.27,3879.3
1999,Kerala,Arecanut,81941,83337,0.831428571,2914.6
1999,Kerala,Banana,39046,398145,10.36285714,2914.6
1999,Kerala,Black pepper,198406,47543,0.193571429,2914.6
1999,Kerala,Cardamom,41491,6585,0.056666667,2914.6
1999,Kerala,Cashewnut,89403,65547,0.491428571,2914.6
1999,Kerala,Coconut ,925035,5680000000,5581.025714,2914.6
1999,Kerala,Cotton(lint),4772,7702,1.61,2914.6
1999,Kerala,Dry chillies,312,310,0.975,2914.6
1999,Kerala,Garlic,849,14433,17,2914.6
1999,Kerala,Ginger,11264,41344,3.159285714,2914.6
1999,Kerala,Groundnut,6921,5144,0.37,2914.6
1999,Kerala,Jowar,2529,1287,0.255,2914.6
1999,Kerala,Ragi,870,704,0.815,2914.6
1999,Kerala,Rice,121525,252876,2.081538462,2914.6
1999,Kerala,Rice,58021,144551,2.292857143,2914.6
1999,Kerala,Rice,170228,373259,2.097142857,2914.6
1999,Kerala,Sesamum,2612,718,0.374545455,2914.6
1999,Kerala,Sugarcane,5780,578820,88.2225,2914.6
1999,Kerala,Sweet potato,989,10698,11.79636364,2914.6
1999,Kerala,Tapioca,111922,2531752,24.25785714,2914.6
1999,Kerala,Tobacco,44,245,5.57,2914.6
1999,Kerala,Turmeric,3971,8362,1.999285714,2914.6
1999,Meghalaya,Arecanut,9645,12510,1.245,6200.3
1999,Meghalaya,Arhar/Tur,871,647,0.78,6200.3
1999,Meghalaya,Banana,5319,63383,11.16285714,6200.3
1999,Meghalaya,Castor seed,27,14,0.515,6200.3
1999,Meghalaya,Cotton(lint),7455,5549,0.8,6200.3
1999,Meghalaya,Dry chillies,1790,1128,0.635714286,6200.3
1999,Meghalaya,Ginger,7606,44710,5.765714286,6200.3
1999,Meghalaya,Gram,460,283,0.616666667,6200.3
1999,Meghalaya,Jute,4235,31781,6.76,6200.3
1999,Meghalaya,Maize,16637,24051,1.448571429,6200.3
1999,Meghalaya,Mesta,4457,20071,4.556666667,6200.3
1999,Meghalaya,Potato,18339,143287,6.858571429,6200.3
1999,Meghalaya,Rapeseed &Mustard,7042,4648,0.654285714,6200.3
1999,Meghalaya,Rice,102482,156887,1.605714286,6200.3
1999,Meghalaya,Rice,3929,13846,1.755714286,6200.3
1999,Meghalaya,Sesamum,1304,680,0.588571429,6200.3
1999,Meghalaya,Soyabean,1038,928,0.888571429,6200.3
1999,Meghalaya,Sugarcane,80,223,2.372,6200.3
1999,Meghalaya,Sweet potato,5220,17591,3.415714286,6200.3
1999,Meghalaya,Tapioca,4022,21497,6.39,6200.3
1999,Meghalaya,Tobacco,719,488,0.636,6200.3
1999,Meghalaya,Turmeric,1458,8196,5.284285714,6200.3
1999,Puducherry,Arecanut,65,130,2,1434.5875
1999,Puducherry,Bajra,170,470,2.76,1434.5875
1999,Puducherry,Banana,282,8890,29.25,1434.5875
1999,Puducherry,Black pepper,12,7,0.58,1434.5875
1999,Puducherry,Cashewnut,210,177,2.69,1434.5875
1999,Puducherry,Coconut ,2214,27816000,12812.4475,1434.5875
1999,Puducherry,Coriander,3,2,0.67,1434.5875
1999,Puducherry,Cotton(lint),357,1835,5.14,1434.5875
1999,Puducherry,Dry chillies,11,35,3.305,1434.5875
1999,Puducherry,Ginger,133,94,0.676666667,1434.5875
1999,Puducherry,Groundnut,898,2511,2.125,1434.5875
1999,Puducherry,Jowar,3,3,1,1434.5875
1999,Puducherry,Moong(Green Gram),2453,1321,0.553333333,1434.5875
1999,Puducherry,Onion,14,183,13.07,1434.5875
1999,Puducherry,Other  Rabi pulses,63,123,1.333333333,1434.5875
1999,Puducherry,Ragi,124,452,3.325,1434.5875
1999,Puducherry,Rapeseed &Mustard,64,483,6.023333333,1434.5875
1999,Puducherry,Rice,25444,59433,2.61,1434.5875
1999,Puducherry,Sugarcane,2798,237610,83,1434.5875
1999,Puducherry,Tapioca,365,10571,18.29,1434.5875
1999,Puducherry,Urad,3159,2467,0.763333333,1434.5875
1999,West Bengal,Arecanut,7677,13124,1.864117647,2318.1
1999,West Bengal,Arhar/Tur,3077,2320,0.83,2318.1
1999,West Bengal,Bajra,146,96,0.606666667,2318.1
1999,West Bengal,Barley,5077,4686,0.776666667,2318.1
1999,West Bengal,Cardamom,2875,690,0.24,2318.1
1999,West Bengal,Castor seed,35,24,0.69,2318.1
1999,West Bengal,Coconut ,24216,324305700,13592.12778,2318.1
1999,West Bengal,Cotton(lint),750,2040,2.72,2318.1
1999,West Bengal,Dry chillies,16849,13874,0.717222222,2318.1
1999,West Bengal,Dry chillies,46293,38430,1.043333333,2318.1
1999,West Bengal,Ginger,9165,18890,1.662777778,2318.1
1999,West Bengal,Gram,26618,21961,0.826923077,2318.1
1999,West Bengal,Groundnut,4804,3311,1.16625,2318.1
1999,West Bengal,Groundnut,6098,9269,1.525,2318.1
1999,West Bengal,Groundnut,23233,33214,1.315,2318.1
1999,West Bengal,Horse-gram,4326,2087,0.452,2318.1
1999,West Bengal,Jowar,1156,540,0.68,2318.1
